,name,year,sellingprice,kmdriven,fuel,sellertype,transmission,owner,kmdriven_sc,year_sc,sellingprice_sc
3736,Fiat Grande Punto Emotion 90Hp,2013,250000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,-0.0215388998294292,-0.4393002322463333
3737,Hyundai Verna 1.6 SX,2012,520000,35000,Diesel,Individual,Manual,First Owner,-0.6693102205951177,-0.2587948015036446,0.027438513342165
3738,Maruti Alto LXi,2007,95000,85000,Petrol,Individual,Manual,Second Owner,0.4027601808617473,-1.4450743098747214,-0.7072428454545453
3739,Toyota Innova 2.5 V Diesel 7-seater,2011,725000,110000,Diesel,Individual,Manual,Third Owner,0.9387953815901798,-0.49605070317786,0.3818142275852842
3740,Maruti 800 AC,2006,55000,70000,Petrol,Individual,Manual,Second Owner,0.0811390604246878,-1.682330211548937,-0.776389326282471
3741,Honda City i DTEC VX,2014,600000,100000,Diesel,Individual,Manual,First Owner,0.7243813012988068,0.2157170018447861,0.1657314749980164
3742,Volkswagen Vento New Diesel Highline,2013,330000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-0.0215388998294292,-0.3010072705904819
3743,Maruti Swift Dzire VDI,2015,470000,89000,Diesel,Individual,Manual,First Owner,0.4885258129782965,0.4529729035190014,-0.058994587692742
3744,Maruti Swift ZDi,2013,365000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,-0.0215388998294292,-0.2405040998660469
3745,Hyundai EON Magna Plus,2013,250000,40000,Petrol,Individual,Manual,Second Owner,-0.5621031804494312,-0.0215388998294292,-0.4393002322463333
3746,Maruti Wagon R VXI BS IV,2017,430000,17000,Petrol,Individual,Manual,First Owner,-1.0552555651195892,0.927484706867432,-0.1281410685206677
3747,Maruti Swift VDI,2013,400000,125000,Diesel,Individual,Manual,Second Owner,1.260416502027239,-0.0215388998294292,-0.1800009291416119
3748,Maruti Swift Dzire ZXI,2015,615000,110000,Petrol,Individual,Manual,Second Owner,0.9387953815901798,0.4529729035190014,0.1916614053084885
3749,Ford Figo Diesel Titanium,2011,150000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-0.49605070317786,-0.6121664343161475
3750,Ford Figo Diesel ZXI,2014,240000,90000,Diesel,Individual,Manual,First Owner,0.5099672210074339,0.2157170018447861,-0.4565868524533147
3751,Mahindra Scorpio S10 7 Seater,2014,800000,90000,Diesel,Individual,Manual,First Owner,0.5099672210074339,0.2157170018447861,0.5114638791376448
3752,Hyundai EON LPG Magna Plus,2015,240000,110000,LPG,Individual,Manual,First Owner,0.9387953815901798,0.4529729035190014,-0.4565868524533147
3753,Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,87000,Diesel,Individual,Manual,Second Owner,0.4456429969200219,0.2157170018447861,0.1657314749980164
3754,Mahindra Scorpio LX,2014,800000,15000,Diesel,Individual,Manual,First Owner,-1.0981383811778638,0.2157170018447861,0.5114638791376448
3755,Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,0.4529729035190014,-0.594879814109166
3756,Ford Fiesta Classic 1.6 Duratec CLXI,2012,350000,38000,Petrol,Individual,Manual,First Owner,-0.6049859965077058,-0.2587948015036446,-0.266434030176519
3757,Honda City 1.5 V MT,2011,300000,64000,Petrol,Individual,Manual,Second Owner,-0.0475093877501359,-0.49605070317786,-0.3528671312114262
3758,Tata Sumo Gold EX BSIII,2015,399000,55250,Diesel,Individual,Manual,First Owner,-0.2351217080050873,0.4529729035190014,-0.1817295911623101
3759,Mahindra Bolero DI,2011,300000,110000,Diesel,Individual,Manual,First Owner,0.9387953815901798,-0.49605070317786,-0.3528671312114262
3760,Maruti A-Star AT VXI,2012,150000,70000,Petrol,Individual,Automatic,First Owner,0.0811390604246878,-0.2587948015036446,-0.6121664343161475
3761,Chevrolet Cruze LTZ,2010,320000,60000,Diesel,Individual,Manual,Third Owner,-0.1332750198666852,-0.7333066048520753,-0.3182938907974633
3762,Tata Hexa XM,2018,1280000,17000,Diesel,Individual,Manual,First Owner,-1.0552555651195892,1.1647406085416476,1.3412216490727529
3763,Renault KWID 1.0 RXT Optional,2017,300000,13000,Petrol,Individual,Manual,Second Owner,-1.1410211972361384,0.927484706867432,-0.3528671312114262
3764,Nissan Terrano XL Plus ICC WT20 SE,2016,1000000,60000,Diesel,Individual,Manual,First Owner,-0.1332750198666852,0.6902288051932168,0.8571962832772733
3765,Mitsubishi Pajero Sport 4X4,2012,1090000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-0.2587948015036446,1.012775865140106
3766,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,450000,97000,Diesel,Individual,Manual,Second Owner,0.660057077211395,-0.2587948015036446,-0.0935678281067048
3767,Tata Indica GLS BS IV,2007,60000,130000,Petrol,Individual,Manual,Second Owner,1.367623542172926,-1.4450743098747214,-0.7677460161789803
3768,Maruti Swift Dzire ZXI,2013,500000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-0.0215388998294292,-0.0071347270717977
3769,Tata Indigo CR4,2012,200000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-0.2587948015036446,-0.5257333332812404
3770,Ford Ecosport 1.5 DV5 MT Titanium,2015,650000,68000,Diesel,Individual,Manual,First Owner,0.0382562443664132,0.4529729035190014,0.2521645760329235
3771,Maruti Alto LXi,2006,60000,100000,Petrol,Individual,Manual,Second Owner,0.7243813012988068,-1.682330211548937,-0.7677460161789803
3772,Maruti Ertiga VDI,2013,250999,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,-0.0215388998294292,-0.4375732988876558
3773,Hyundai Accent Executive CNG,2012,185000,67000,CNG,Dealer,Manual,Second Owner,0.0168148363372759,-0.2587948015036446,-0.5516632635917125
3774,Maruti Alto K10 VXI,2015,155000,60000,Petrol,Individual,Manual,First Owner,-0.1332750198666852,0.4529729035190014,-0.6035231242126567
3775,Maruti Swift VXI,2019,600000,5000,Petrol,Individual,Manual,First Owner,-1.3125524614692368,1.401996510215863,0.1657314749980164
3776,Renault KWID RXE,2016,300000,20000,Petrol,Individual,Manual,First Owner,-0.9909313410321772,0.6902288051932168,-0.3528671312114262
3777,Hyundai Creta 1.6 E Plus,2018,850000,12500,Petrol,Individual,Manual,First Owner,-1.151741901250707,1.1647406085416476,0.597896980172552
3778,Maruti Eeco CNG 5 Seater AC BSIV,2019,470000,4000,CNG,Individual,Manual,First Owner,-1.333993869498374,1.401996510215863,-0.058994587692742
3779,Ford Figo 1.2P Titanium MT,2019,600000,25000,Petrol,Individual,Manual,First Owner,-0.8837243008864907,1.401996510215863,0.1657314749980164
3780,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,700000,70000,Diesel,Individual,Manual,Second Owner,0.0811390604246878,-0.0215388998294292,0.3385976770678306
3781,Maruti Wagon R LXI DUO BSIII,2007,70000,162000,LPG,Individual,Manual,First Owner,2.05374859910532,-1.4450743098747214,-0.7504593959719988
3782,Toyota Fortuner 3.0 Diesel,2010,1250000,205000,Diesel,Individual,Manual,Second Owner,2.975729144358224,-0.7333066048520753,1.2893617884518087
3783,Audi A6 2.8 FSI,2008,650000,70000,Petrol,Individual,Automatic,Third Owner,0.0811390604246878,-1.207818408200506,0.2521645760329235
3784,Hyundai Xcent 1.2 CRDi S,2018,450000,70000,Diesel,Individual,Manual,Second Owner,0.0811390604246878,1.1647406085416476,-0.0935678281067048
3785,Mahindra XUV500 W8 2WD,2014,750000,100000,Diesel,Individual,Manual,Second Owner,0.7243813012988068,0.2157170018447861,0.4250307781027377
3786,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,775000,70000,Diesel,Individual,Manual,Second Owner,0.0811390604246878,-0.0215388998294292,0.4682473286201913
3787,Hyundai Santa Fe 4X4,2011,800000,220000,Diesel,Individual,Manual,First Owner,3.2973502647952837,-0.49605070317786,0.5114638791376448
3788,Honda Amaze E i-Vtech,2015,360000,80000,Petrol,Individual,Manual,Second Owner,0.2955531407160608,0.4529729035190014,-0.2491474099695376
3789,Toyota Corolla Altis Diesel D4DG,2010,250000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,-0.7333066048520753,-0.4393002322463333
3790,Jeep Compass 2.0 Longitude Option BSIV,2017,1490000,22038,Diesel,Individual,Manual,First Owner,-0.9472337514687954,0.927484706867432,1.7042406734193627
3791,Nissan Terrano XL 110 PS,2013,600000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,-0.0215388998294292,0.1657314749980164
3792,Maruti Alto LX,2010,120000,90000,Petrol,Individual,Manual,First Owner,0.5099672210074339,-0.7333066048520753,-0.6640262949370918
3793,Tata New Safari DICOR 2.2 EX 4x2,2012,320000,140000,Diesel,Individual,Manual,Second Owner,1.582037622464299,-0.2587948015036446,-0.3182938907974633
3794,Mahindra Thar 4X2,2011,400000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-0.49605070317786,-0.1800009291416119
3795,Maruti Swift Dzire ZDI,2015,302000,60000,Diesel,Individual,Manual,First Owner,-0.1332750198666852,0.4529729035190014,-0.3494098071700299
3796,Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,Second Owner,0.2955531407160608,-0.49605070317786,-0.6467396747301103
3797,Maruti Swift Dzire LXI Option,2014,150000,60000,Petrol,Individual,Manual,Second Owner,-0.1332750198666852,0.2157170018447861,-0.6121664343161475
3798,Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,90000,Diesel,Individual,Manual,Second Owner,0.5099672210074339,-0.2587948015036446,-0.5257333332812404
3799,Toyota Innova 2.5 G1 BSIV,2012,950000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,-0.2587948015036446,0.7707631822423662
3800,Maruti Swift Vdi BSIII,2008,120000,175000,Diesel,Individual,Manual,Second Owner,2.3324869034841043,-1.207818408200506,-0.6640262949370918
3801,Mahindra XUV500 W7 BSIV,2019,1400000,10000,Diesel,Individual,Manual,First Owner,-1.2053454213235502,1.401996510215863,1.54866109155653
3802,Hyundai i20 1.2 Asta Option,2017,620000,65000,Petrol,Individual,Manual,First Owner,-0.0260679797209986,0.927484706867432,0.2003047154119792
3803,Toyota Innova 2.5 GX 8 STR BSIV,2012,449000,90000,Diesel,Individual,Manual,First Owner,0.5099672210074339,-0.2587948015036446,-0.095296490127403
3804,Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,-1.4450743098747214,-0.6985995353510546
3805,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,600000,2500,Petrol,Individual,Manual,First Owner,-1.36615598154208,1.1647406085416476,0.1657314749980164
3806,Honda Amaze VX i-DTEC,2016,700000,35000,Diesel,Individual,Manual,First Owner,-0.6693102205951177,0.6902288051932168,0.3385976770678306
3807,Chevrolet Beat Diesel LT,2012,250000,40000,Diesel,Individual,Manual,First Owner,-0.5621031804494312,-0.2587948015036446,-0.4393002322463333
3808,Maruti Baleno RS 1.0 Petrol,2018,550000,63000,Petrol,Individual,Manual,First Owner,-0.0689507957792732,1.1647406085416476,0.0792983739631093
3809,Skoda Superb Ambition 2.0 TDI CR AT,2013,675000,88000,Diesel,Dealer,Automatic,First Owner,0.4670844049491592,-0.0215388998294292,0.295381126550377
3810,Nissan Terrano XL Plus 85 PS,2015,530000,55000,Diesel,Dealer,Manual,First Owner,-0.2404820600123716,0.4529729035190014,0.0447251335491464
3811,Chevrolet Enjoy TCDi LT 7 Seater,2014,325000,71014,Diesel,Dealer,Manual,First Owner,0.102880648166233,0.2157170018447861,-0.3096505806939726
3812,Renault Scala Diesel RxL,2015,370000,60000,Diesel,Dealer,Manual,First Owner,-0.1332750198666852,0.4529729035190014,-0.2318607897625562
3813,Skoda Rapid 1.5 TDI Ambition,2014,360000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,0.2157170018447861,-0.2491474099695376
3814,Skoda Superb LK 1.8 TSI AT,2012,650000,60000,Petrol,Dealer,Automatic,First Owner,-0.1332750198666852,-0.2587948015036446,0.2521645760329235
3815,Ford Fiesta 1.5 TDCi Titanium,2012,199000,92000,Diesel,Dealer,Manual,Third Owner,0.5528500370657085,-0.2587948015036446,-0.5274619953019385
3816,Mahindra Quanto C6,2014,285000,89126,Diesel,Individual,Manual,First Owner,0.4912274303899678,0.2157170018447861,-0.3787970615218983
3817,Volkswagen Jetta 1.9 TDI Comfortline DSG,2009,260000,134000,Diesel,Individual,Automatic,First Owner,1.4533891742894751,-0.9705625065262908,-0.4220136120393519
3818,Maruti Ciaz 1.4 AT Zeta,2019,869999,15000,Petrol,Dealer,Automatic,First Owner,-1.0981383811778638,1.401996510215863,0.6324684919244941
3819,Hyundai Grand i10 1.2 CRDi Magna,2016,425000,42500,Diesel,Dealer,Manual,First Owner,-0.508499660376588,0.6902288051932168,-0.1367843786241584
3820,Chevrolet Cruze LTZ AT,2012,490000,42000,Diesel,Dealer,Automatic,First Owner,-0.5192203643911566,-0.2587948015036446,-0.0244213472787791
3821,Mahindra XUV500 AT W8 FWD,2015,750000,70000,Diesel,Individual,Automatic,Second Owner,0.0811390604246878,0.4529729035190014,0.4250307781027377
3822,Honda City 1.5 EXI,2004,125000,110000,Petrol,Individual,Manual,Third Owner,0.9387953815901798,-2.1568420148973675,-0.655382984833601
3823,Fiat Linea 1.3 Emotion,2014,221000,131365,Diesel,Individual,Manual,First Owner,1.3968910641326984,0.2157170018447861,-0.4894314308465794
3824,Volkswagen Vento 1.5 TDI Highline AT,2016,724000,48980,Diesel,Dealer,Automatic,First Owner,-0.3695593363477782,0.6902288051932168,0.380085565564586
3825,Honda Amaze VX AT i-Vtech,2014,440000,46000,Petrol,Dealer,Automatic,First Owner,-0.4334547322746074,0.2157170018447861,-0.1108544483136863
3826,Chevrolet Spark 1.0 LS,2009,70000,60000,Petrol,Individual,Manual,Third Owner,-0.1332750198666852,-0.9705625065262908,-0.7504593959719988
3827,Maruti Baleno Delta Diesel,2015,511000,58000,Diesel,Dealer,Manual,First Owner,-0.1761578359249598,0.4529729035190014,0.0118805551558817
3828,Maruti S-Cross Alpha DDiS 200 SH,2016,790000,22000,Diesel,Dealer,Manual,First Owner,-0.9480485249739028,0.6902288051932168,0.4941772589306634
3829,Hyundai i20 1.2 Asta Option,2017,640000,37000,Petrol,Individual,Manual,First Owner,-0.6264274045368431,0.927484706867432,0.2348779558259421
3830,Hyundai Santro Xing GLS,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,0.0811390604246878,-0.9705625065262908,-0.6640262949370918
3831,Chevrolet Beat Diesel LT,2012,126000,98900,Diesel,Individual,Manual,Third Owner,0.7007957524667559,-0.2587948015036446,-0.6536543228129029
3832,Chevrolet Beat Diesel LT,2012,120000,125000,Diesel,Individual,Manual,First Owner,1.260416502027239,-0.2587948015036446,-0.6640262949370918
3833,Mahindra TUV 300 T4 Plus,2017,650000,60000,Diesel,Individual,Manual,First Owner,-0.1332750198666852,0.927484706867432,0.2521645760329235
3834,Hyundai Grand i10 Asta,2014,450000,80000,Petrol,Individual,Manual,Second Owner,0.2955531407160608,0.2157170018447861,-0.0935678281067048
3835,Maruti Zen Estilo LXI Green (CNG),2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner,0.2955531407160608,-0.7333066048520753,-0.6813129151440732
3836,Mahindra Bolero Power Plus Plus AC BSIV PS,2017,600000,40000,Diesel,Individual,Manual,First Owner,-0.5621031804494312,0.927484706867432,0.1657314749980164
3837,Mahindra XUV500 W8 4WD,2012,620000,80000,Diesel,Individual,Manual,Second Owner,0.2955531407160608,-0.2587948015036446,0.2003047154119792
3838,Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,30000,Diesel,Individual,Manual,First Owner,-0.7765172607408042,0.2157170018447861,0.1657314749980164
3839,Mahindra Bolero Power Plus ZLX,2018,795000,35000,Diesel,Individual,Manual,First Owner,-0.6693102205951177,1.1647406085416476,0.5028205690341542
3840,Tata Winger Deluxe - Hi Roof (AC),2011,300000,180000,Diesel,Individual,Manual,Third Owner,2.439693943629791,-0.49605070317786,-0.3528671312114262
3841,Renault Lodgy 85PS RxL,2015,495000,60000,Diesel,Individual,Manual,First Owner,-0.1332750198666852,0.4529729035190014,-0.0157780371752884
3842,Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,0.4242015888908846,-0.0215388998294292,1.859820255282196
3843,Audi Q3 2.0 TDI Quattro Premium Plus,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner,1.3170861434482493,0.4529729035190014,2.15369279880088
3844,Tata Hexa XTA,2018,1350000,34000,Diesel,Individual,Automatic,First Owner,-0.690751628624255,1.1647406085416476,1.462227990521623
3845,Mahindra Xylo D4,2014,350000,145000,Diesel,Individual,Manual,First Owner,1.6892446626099855,0.2157170018447861,-0.266434030176519
3846,Datsun RediGO AMT 1.0 S,2018,300000,25000,Petrol,Individual,Automatic,First Owner,-0.8837243008864907,1.1647406085416476,-0.3528671312114262
3847,Tata Zest Revotron 1.2T XMS,2018,400000,54000,Petrol,Dealer,Manual,Second Owner,-0.261923468041509,1.1647406085416476,-0.1800009291416119
3848,Audi A6 2.0 TDI  Design Edition,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner,0.7748543757993961,0.2157170018447861,2.15369279880088
3849,Maruti Zen LX,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,0.0811390604246878,-3.343121523268444,-0.7504593959719988
3850,Nissan Sunny XL D,2018,500000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,1.1647406085416476,-0.0071347270717977
3851,Audi Q3 35 TDI Quattro Technology,2017,2575000,36000,Diesel,Dealer,Automatic,First Owner,-0.6478688125659804,0.927484706867432,3.579838965876847
3852,Honda Brio VX,2014,345000,58000,Petrol,Dealer,Manual,First Owner,-0.1761578359249598,0.2157170018447861,-0.2750773402800098
3853,Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,First Owner,0.7243813012988068,-0.0215388998294292,-0.4911600928672776
3854,Audi Q5 2.0 TFSI Quattro Premium Plus,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner,-0.085310590105505,0.2157170018447861,2.326559000870694
3855,Hyundai Santro Xing XL eRLX Euro III,2005,114999,90000,Petrol,Dealer,Manual,Second Owner,0.5099672210074339,-1.919586113223152,-0.6726713337026031
3856,Maruti 800 AC,1999,50000,100000,Petrol,Individual,Manual,Second Owner,0.7243813012988068,-3.343121523268444,-0.7850326363859617
3857,Honda Jazz Select Edition,2017,585000,14000,Petrol,Dealer,Manual,First Owner,-1.119579789207001,0.927484706867432,0.1398015446875443
3858,Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,21394,Diesel,Dealer,Manual,First Owner,-0.9610420182395598,1.1647406085416476,0.7707631822423662
3859,Maruti Swift Dzire AMT VXI,2018,625000,13800,Petrol,Individual,Automatic,First Owner,-1.1238680708128286,1.1647406085416476,0.2089480255154699
3860,Hyundai Creta 1.6 SX Automatic,2017,1035000,23000,Petrol,Dealer,Automatic,First Owner,-0.9266071169447652,0.927484706867432,0.9176994540017082
3861,Datsun GO T Petrol,2015,310000,32686,Petrol,Dealer,Manual,First Owner,-0.7189256387745414,0.4529729035190014,-0.3355805110044447
3862,Mahindra Xylo D4,2017,600000,99700,Diesel,Individual,Manual,First Owner,0.7179488788900656,0.927484706867432,0.1657314749980164
3863,Toyota Fortuner 2.8 4WD AT BSIV,2019,3100000,5000,Diesel,Individual,Automatic,First Owner,-1.3125524614692368,1.401996510215863,4.487386526743372
3864,Honda City i-DTEC SV,2014,650000,49654,Diesel,Dealer,Manual,First Owner,-0.3551078273361397,0.2157170018447861,0.2521645760329235
3865,Hyundai Grand i10 Asta,2016,550000,45457,Petrol,Dealer,Manual,First Owner,-0.4450974168344289,0.6902288051932168,0.0792983739631093
3866,Hyundai Creta 1.6 CRDi SX,2017,1260000,39221,Diesel,Dealer,Manual,First Owner,-0.5788060373041292,0.927484706867432,1.3066484086587902
3867,Hyundai i20 Sportz 1.2,2016,660000,48220,Petrol,Dealer,Manual,First Owner,-0.3858548064499226,0.6902288051932168,0.2694511962399049
3868,Hyundai i20 Sportz 1.2,2017,700000,11114,Petrol,Dealer,Manual,First Owner,-1.1814596927790912,0.927484706867432,0.3385976770678306
3869,Hyundai Getz 1.5 CRDi GVS,2008,235000,60208,Diesel,Dealer,Manual,First Owner,-0.1288152069966246,-1.207818408200506,-0.4652301625568054
3870,Volkswagen Vento 1.5 TDI Highline,2013,475000,80000,Diesel,Dealer,Manual,First Owner,0.2955531407160608,-0.0215388998294292,-0.0503512775892513
3871,Mercedes-Benz E-Class 280 CDI Elegance,2008,795000,98600,Diesel,Dealer,Automatic,First Owner,0.6943633300580146,-1.207818408200506,0.5028205690341542
3872,Audi RS7 2015-2019 Sportback Performance,2016,8900000,13000,Petrol,Dealer,Automatic,First Owner,-1.1410211972361384,0.6902288051932168,14.513626246792596
3873,Audi Q5 3.0 TDI Quattro Technology,2015,3200000,30000,Diesel,Dealer,Automatic,First Owner,-0.7765172607408042,0.4529729035190014,4.660252728813186
3874,MG Hector Smart AT,2019,1860000,18000,Petrol,Dealer,Automatic,First Owner,-1.0338141570904518,1.401996510215863,2.3438456210776755
3875,Land Rover Range Rover 4.4 Diesel LWB Vogue SE,2010,4200000,100000,Diesel,Dealer,Automatic,First Owner,0.7243813012988068,-0.7333066048520753,6.388914749511328
3876,Honda City VX CVT,2015,850000,58000,Petrol,Dealer,Automatic,First Owner,-0.1761578359249598,0.4529729035190014,0.597896980172552
3877,Mahindra Xylo D4,2017,585000,85441,Diesel,Dealer,Manual,First Owner,0.4122158418025969,0.927484706867432,0.1398015446875443
3878,Mahindra Verito 1.5 D4 BSIV,2015,380000,64541,Diesel,Dealer,Manual,First Owner,-0.0359095860063727,0.4529729035190014,-0.2145741695555748
3879,Maruti Swift Dzire VDI,2019,650000,35000,Diesel,Individual,Manual,First Owner,-0.6693102205951177,1.401996510215863,0.2521645760329235
3880,Maruti Swift ZXI Plus,2018,600000,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,1.1647406085416476,0.1657314749980164
3881,Nissan Micra Active XV,2017,434999,16267,Petrol,Dealer,Manual,First Owner,-1.070972117204947,0.927484706867432,-0.1194994870791977
3882,Volkswagen Vento 1.5 TDI Highline,2013,525000,71500,Diesel,Dealer,Manual,First Owner,0.1133011724683937,-0.0215388998294292,0.0360818234456557
3883,BMW 5 Series 520d Luxury Line,2019,4800000,12999,Diesel,Dealer,Automatic,First Owner,-1.1410426386441674,1.401996510215863,7.426111961930212
3884,Chevrolet Aveo U-VA 1.2 LS,2008,160000,80000,Petrol,Individual,Manual,First Owner,0.2955531407160608,-1.207818408200506,-0.594879814109166
3885,Maruti Zen Estilo 1.1 LXI BSIII,2007,160000,90000,Petrol,Individual,Manual,Second Owner,0.5099672210074339,-1.4450743098747214,-0.594879814109166
3886,Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,-0.8194000767990788,-0.2587948015036446,-0.655382984833601
3887,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000,Diesel,Individual,Manual,First Owner,2.8685221042125373,0.4529729035190014,-0.1281410685206677
3888,Hyundai Creta 1.6 VTVT S,2017,900000,14700,Petrol,Individual,Manual,First Owner,-1.1045708035866049,0.927484706867432,0.6843300812074591
3889,Maruti Alto LX,2000,61000,90000,Petrol,Individual,Manual,Second Owner,0.5099672210074339,-3.105865621594229,-0.7660173541582821
3890,Maruti Wagon R LXI BS IV,2017,400000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,0.927484706867432,-0.1800009291416119
3891,Hyundai Santro Xing XS,2009,150000,100000,Petrol,Individual,Manual,Second Owner,0.7243813012988068,-0.9705625065262908,-0.6121664343161475
3892,Volkswagen Polo GT 1.0 TSI,2019,950000,24000,Petrol,Individual,Automatic,First Owner,-0.905165708915628,1.401996510215863,0.7707631822423662
3893,Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,First Owner,0.7243813012988068,-0.0215388998294292,-0.4911600928672776
3894,Hyundai Getz GLX,2007,110000,90000,Petrol,Individual,Manual,First Owner,0.5099672210074339,-1.4450743098747214,-0.6813129151440732
3895,Tata Bolt Revotron XM,2015,375000,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,0.4529729035190014,-0.2232174796590655
3896,Datsun GO Plus T Option,2017,350000,80000,Petrol,Individual,Manual,First Owner,0.2955531407160608,0.927484706867432,-0.266434030176519
3897,Hyundai i20 Magna 1.4 CRDi (Diesel),2012,310000,92686,Diesel,Dealer,Manual,Second Owner,0.5675588429736966,-0.2587948015036446,-0.3355805110044447
3898,Tata Indica GLS BS IV,2010,90000,300000,Petrol,Individual,Manual,Third Owner,5.012662907126267,-0.7333066048520753,-0.715886155558036
3899,Volkswagen Vento Petrol Highline,2011,350000,90000,Petrol,Individual,Manual,Second Owner,0.5099672210074339,-0.49605070317786,-0.266434030176519
3900,Hyundai Santro LS zipPlus,2003,100000,60000,Petrol,Individual,Manual,First Owner,-0.1332750198666852,-2.394097916571583,-0.6985995353510546
3901,Mahindra XUV500 AT W6 2WD,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,-0.5621031804494312,0.927484706867432,1.3757948894867158
3902,Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,0.5099672210074339,-2.1568420148973675,-0.7504593959719988
3903,Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner,0.2955531407160608,-0.0215388998294292,-0.4825167827637868
3904,Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner,0.7243813012988068,-2.631353818245798,-0.6208097444196382
3905,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner,-0.9909313410321772,1.1647406085416476,0.7361899418284034
3906,Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,First Owner,-0.3262476921289209,1.401996510215863,0.0792983739631093
3907,Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner,1.153209461881553,-1.207818408200506,-0.7245294656615268
3908,Hyundai EON Era Plus Sports Edition,2014,280000,55000,Petrol,Individual,Manual,First Owner,-0.2404820600123716,0.2157170018447861,-0.387440371625389
3909,Hyundai EON Magna Plus,2018,360000,6000,Petrol,Individual,Manual,First Owner,-1.2911110534400994,1.1647406085416476,-0.2491474099695376
3910,Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner,-0.5621031804494312,-0.49605070317786,-0.6121664343161475
3911,Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000,Petrol,Individual,Automatic,First Owner,-1.0981383811778638,0.927484706867432,0.6843300812074591
3912,Ambassador CLASSIC 1500 DSL AC,2005,120000,50000,Diesel,Individual,Manual,Second Owner,-0.3476891001580582,-1.919586113223152,-0.6640262949370918
3913,Fiat Linea T Jet Emotion,2010,215000,90000,Petrol,Individual,Manual,Second Owner,0.5099672210074339,-0.7333066048520753,-0.4998034029707682
3914,Renault Scala Diesel RxL,2013,550000,38500,Diesel,Individual,Manual,First Owner,-0.5942652924931372,-0.0215388998294292,0.0792983739631093
3915,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,35000,Petrol,Individual,Manual,First Owner,-0.6693102205951177,1.1647406085416476,0.4682473286201913
3916,Maruti Gypsy King HT BSIV,2001,409999,49359,Petrol,Individual,Manual,Third Owner,-0.3614330427047352,-2.8686097199200136,-0.1627160375966512
3917,Maruti 800 AC Uniq,2005,65000,70000,Petrol,Individual,Manual,Second Owner,0.0811390604246878,-1.919586113223152,-0.7591027060754896
